gene,systems
Fads1,adipose tissue|behavior/neurological|cellular|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|nervous system|renal/urinary system|reproductive system|skeleton
Fads2,behavior/neurological|cellular|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|renal/urinary system|reproductive system
Fads3,behavior/neurological|hearing/vestibular/ear|homeostasis/metabolism|liver/biliary system
Fads6,cardiovascular system|digestive/alimentary|homeostasis/metabolism|integument|reproductive system|vision/eye
Faf1,adipose tissue|behavior/neurological|cellular|growth/size/body region|homeostasis/metabolism|nervous system|reproductive system
Faf2,cardiovascular system|craniofacial|embryo|growth/size/body region|homeostasis/metabolism|liver/biliary system|nervous system|vision/eye
Fah,behavior/neurological|cardiovascular system|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|neoplasm|renal/urinary system|reproductive system|vision/eye
Fahd1,homeostasis/metabolism
Fahd2a,growth/size/body region|skeleton
Faim,cardiovascular system|cellular|endocrine/exocrine gland|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system
Faim2,behavior/neurological|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|nervous system|renal/urinary system|vision/eye
Faiml,endocrine/exocrine gland|reproductive system
Fam107b,craniofacial|growth/size/body region|hearing/vestibular/ear|hematopoietic system|integument
Fam110b,behavior/neurological|hematopoietic system|homeostasis/metabolism|immune system
Fam114a1,behavior/neurological|homeostasis/metabolism
Fam117a,nervous system
Fam117b,homeostasis/metabolism|skeleton|vision/eye
Fam120a,adipose tissue|behavior/neurological|cardiovascular system|growth/size/body region|homeostasis/metabolism|skeleton|vision/eye
Fam120b,cardiovascular system|cellular|homeostasis/metabolism|muscle|vision/eye
Fam120c,behavior/neurological|cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|normal|renal/urinary system|respiratory system
Fam124a,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|integument
Fam131a,homeostasis/metabolism
Fam135a,behavior/neurological|cardiovascular system|hematopoietic system|integument|vision/eye
Fam135b,nervous system
Fam13a,adipose tissue|homeostasis/metabolism|immune system
Fam13b,vision/eye
Fam149b,reproductive system
Fam151a,nervous system|pigmentation|vision/eye
Fam151b,hematopoietic system|immune system|nervous system|pigmentation|vision/eye
Fam161a,behavior/neurological|cardiovascular system|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|nervous system|vision/eye
Fam161b,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|muscle
Fam162a,cardiovascular system|nervous system|vision/eye
Fam163a,adipose tissue|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|vision/eye
Fam167a,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|reproductive system|respiratory system
Fam168a,behavior/neurological|homeostasis/metabolism|vision/eye
Fam170a,cellular|endocrine/exocrine gland|growth/size/body region|reproductive system
Fam170b,reproductive system
Fam171a1,homeostasis/metabolism
Fam181b,normal
Fam184b,homeostasis/metabolism|normal
Fam185a,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|reproductive system|respiratory system
Fam186b,homeostasis/metabolism
Fam193a,behavior/neurological|hematopoietic system
Fam199x,homeostasis/metabolism|reproductive system
Fam204a,
Fam209,cellular|hematopoietic system|immune system|reproductive system
Fam20a,adipose tissue|cardiovascular system|craniofacial|growth/size/body region|limbs/digits/tail|renal/urinary system|respiratory system|skeleton|vision/eye
Fam20b,digestive/alimentary|embryo|growth/size/body region|limbs/digits/tail|liver/biliary system|respiratory system|skeleton|vision/eye
Fam20c,behavior/neurological|cellular|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|nervous system|renal/urinary system|reproductive system|skeleton|vision/eye
Fam216a,vision/eye
Fam217a,normal
Fam217b,homeostasis/metabolism|renal/urinary system|vision/eye
Fam219a,craniofacial|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|liver/biliary system|respiratory system|skeleton
Fam221a,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|reproductive system|respiratory system|skeleton|vision/eye
Fam222a,behavior/neurological|homeostasis/metabolism|integument
Fam227b,behavior/neurological|cardiovascular system|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|integument|muscle|reproductive system|skeleton
Fam229b,hematopoietic system|immune system|reproductive system|vision/eye
Fam234b,hematopoietic system|homeostasis/metabolism|immune system
Fam246a,normal
Fam24b,behavior/neurological|hematopoietic system|integument|pigmentation
Fam32a,behavior/neurological|embryo|endocrine/exocrine gland|growth/size/body region|nervous system|renal/urinary system|vision/eye
Fam3a,hematopoietic system|homeostasis/metabolism|immune system
Fam3b,behavior/neurological|endocrine/exocrine gland|homeostasis/metabolism
Fam3d,behavior/neurological|cellular|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|neoplasm
Fam43a,behavior/neurological|homeostasis/metabolism
Fam53a,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|nervous system|reproductive system|skeleton|vision/eye
Fam53b,cardiovascular system|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|nervous system
Fam53c,behavior/neurological
Fam72a,cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|renal/urinary system
Fam81a,behavior/neurological|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|integument
Fam81b,adipose tissue|growth/size/body region|homeostasis/metabolism
Fam8a1,behavior/neurological
Fam91a1,behavior/neurological|craniofacial|growth/size/body region|limbs/digits/tail|reproductive system
Fan1,cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|renal/urinary system
Fanca,cardiovascular system|cellular|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|reproductive system|skeleton|vision/eye
Fancb,cellular|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|reproductive system
Fancc,cellular|endocrine/exocrine gland|hematopoietic system|immune system|liver/biliary system|reproductive system|skeleton
Fancd2,behavior/neurological|cardiovascular system|cellular|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|neoplasm|nervous system|renal/urinary system|reproductive system|vision/eye
Fance,cellular|endocrine/exocrine gland|growth/size/body region|reproductive system
Fancf,cardiovascular system|cellular|endocrine/exocrine gland|hematopoietic system|homeostasis/metabolism|neoplasm|reproductive system|vision/eye
Fancg,cellular|endocrine/exocrine gland|reproductive system
Fanci,cellular|craniofacial|endocrine/exocrine gland|growth/size/body region|hematopoietic system|limbs/digits/tail|normal|reproductive system|skeleton|vision/eye
Fancl,adipose tissue|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|pigmentation|reproductive system|skeleton
Fancm,cellular|endocrine/exocrine gland|liver/biliary system|neoplasm|reproductive system
Fank1,normal
Fap,normal
Far1,cellular|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|reproductive system|skeleton
Far2,behavior/neurological|cardiovascular system|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|integument|vision/eye
Farp1,behavior/neurological|homeostasis/metabolism|vision/eye
Farp2,hematopoietic system|homeostasis/metabolism|immune system|integument|skeleton
Fars2,behavior/neurological|cellular|embryo|homeostasis/metabolism|nervous system
Farsa,hematopoietic system|homeostasis/metabolism|immune system|skeleton
Fas,behavior/neurological|cardiovascular system|cellular|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|muscle|neoplasm|nervous system|normal|pigmentation|renal/urinary system|reproductive system|respiratory system|skeleton|vision/eye
Fasl,cardiovascular system|cellular|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|neoplasm|nervous system|normal|renal/urinary system|reproductive system|respiratory system|skeleton|vision/eye
Fasn,adipose tissue|behavior/neurological|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|liver/biliary system|nervous system
Fastk,behavior/neurological|cardiovascular system|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system
Fastkd2,hematopoietic system|immune system|integument|vision/eye
Fastkd5,behavior/neurological|cardiovascular system|embryo|growth/size/body region|homeostasis/metabolism
Fat1,behavior/neurological|cardiovascular system|craniofacial|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|immune system|muscle|nervous system|pigmentation|renal/urinary system|skeleton|vision/eye
Fat2,normal
Fat3,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|integument|muscle|nervous system|reproductive system|respiratory system|vision/eye
Fat4,cardiovascular system|cellular|digestive/alimentary|embryo|growth/size/body region|hearing/vestibular/ear|limbs/digits/tail|nervous system|renal/urinary system|respiratory system|skeleton
Fatmq1,adipose tissue
Fatmq2,adipose tissue
Fatpad3,adipose tissue
Fatq1,adipose tissue
Fau,cellular|reproductive system
Faxc,behavior/neurological
Fbf1,adipose tissue|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|skeleton
Fbgl1,homeostasis/metabolism|renal/urinary system
Fbgl2,homeostasis/metabolism|renal/urinary system
Fbl,embryo
Fblim1,cellular|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|limbs/digits/tail|normal|skeleton
Fbln1,cardiovascular system|cellular|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|immune system|integument|limbs/digits/tail|muscle|nervous system|renal/urinary system|respiratory system|skeleton|vision/eye
Fbln5,cardiovascular system|cellular|craniofacial|growth/size/body region|homeostasis/metabolism|integument|muscle|neoplasm|respiratory system
Fbln7,cellular|homeostasis/metabolism|renal/urinary system
Fbn1,adipose tissue|behavior/neurological|cardiovascular system|craniofacial|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|limbs/digits/tail|muscle|nervous system|pigmentation|renal/urinary system|reproductive system|respiratory system|skeleton
Fbn2,behavior/neurological|cardiovascular system|cellular|craniofacial|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|integument|limbs/digits/tail|liver/biliary system|muscle|nervous system|renal/urinary system|reproductive system|skeleton|vision/eye
Fbp1,homeostasis/metabolism
Fbp2,behavior/neurological|cardiovascular system|hematopoietic system|immune system|vision/eye
Fbrs,homeostasis/metabolism|vision/eye
Fbrsl1,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|immune system|limbs/digits/tail|liver/biliary system|reproductive system|skeleton|vision/eye
Fbrwt1,nervous system
